Start Time, Wed Dec 3 16:52:22 GMT-0700 2025
Energy calibration,  Offset: -0.13771282136440277, Slope: 0.09197762608528137, Quadratic: 0
Live Time (s), 7.07
Real Time (s), 7.4
Elapsed Computational, 2848
Spectrum
Channel, Energy (keV), Counts
2133, 196.05056361854076, 1
2134, 196.14254124462605, 4
2135, 196.23451887071133, 3
2136, 196.3264964967966, 1
2137, 196.4184741228819, 7
2138, 196.51045174896717, 2
2139, 196.60242937505245, 3
2140, 196.69440700113773, 4
2141, 196.78638462722301, 0
2142, 196.8783622533083, 3
2143, 196.97033987939358, 0
2144, 197.06231750547886, 3
2145, 197.15429513156414, 1
2146, 197.24627275764942, 1
2147, 197.3382503837347, 5
2148, 197.43022800981998, 3
2149, 197.52220563590527, 4
2150, 197.61418326199055, 2
2151, 197.70616088807583, 6
2152, 197.7981385141611, 3
2153, 197.8901161402464, 5
2154, 197.98209376633167, 4
2155, 198.07407139241695, 4
2156, 198.16604901850224, 1
2157, 198.25802664458752, 7
2158, 198.3500042706728, 2
2159, 198.44198189675808, 3
2160, 198.53395952284336, 1
2161, 198.62593714892864, 3
2162, 198.71791477501392, 8
2163, 198.8098924010992, 4
2164, 198.9018700271845, 3
2165, 198.99384765326977, 2
2166, 199.08582527935505, 5
2167, 199.17780290544033, 2
2168, 199.2697805315256, 2
2169, 199.3617581576109, 1
2170, 199.45373578369617, 5
2171, 199.54571340978146, 6
2172, 199.63769103586674, 5
2173, 199.72966866195202, 3
2174, 199.8216462880373, 5
2175, 199.91362391412258, 7
2176, 200.00560154020786, 2
2177, 200.09757916629314, 2
2178, 200.18955679237843, 3
2179, 200.2815344184637, 3
2180, 200.373512044549, 8
2181, 200.46548967063427, 5
2182, 200.55746729671955, 3
2183, 200.64944492280483, 2
2184, 200.7414225488901, 5
2185, 200.8334001749754, 4
2186, 200.92537780106068, 4
2187, 201.01735542714596, 6
2188, 201.10933305323124, 3
2189, 201.20131067931652, 2
2190, 201.2932883054018, 3
2191, 201.38526593148708, 5
2192, 201.47724355757236, 2
2193, 201.56922118365765, 6
2194, 201.66119880974293, 3
2195, 201.7531764358282, 2
2196, 201.8451540619135, 3
2197, 201.93713168799877, 4
2198, 202.02910931408405, 3
2199, 202.12108694016933, 3
2200, 202.21306456625462, 5
2201, 202.3050421923399, 5
2202, 202.39701981842518, 4
2203, 202.48899744451046, 5
2204, 202.58097507059574, 1
2205, 202.67295269668102, 6
2206, 202.7649303227663, 6
2207, 202.85690794885159, 3
2208, 202.94888557493687, 8
2209, 203.04086320102215, 6
2210, 203.13284082710743, 2
2211, 203.2248184531927, 4
2212, 203.316796079278, 6
2213, 203.40877370536327, 1
2214, 203.50075133144855, 3
2215, 203.59272895753384, 5
2216, 203.68470658361912, 7
2217, 203.7766842097044, 3
2218, 203.86866183578968, 1
2219, 203.96063946187496, 2
2220, 204.05261708796024, 4
2221, 204.14459471404552, 2
2222, 204.2365723401308, 5
2223, 204.3285499662161, 9
2224, 204.42052759230137, 1
2225, 204.51250521838665, 6
2226, 204.60448284447193, 4
2227, 204.6964604705572, 3
2228, 204.7884380966425, 4
2229, 204.88041572272778, 4
2230, 204.97239334881306, 4
2231, 205.06437097489834, 5
2232, 205.15634860098362, 5
2233, 205.2483262270689, 4
2234, 205.34030385315418, 3
2235, 205.43228147923946, 3
2236, 205.52425910532475, 5
2237, 205.61623673141003, 1
2238, 205.7082143574953, 3
2239, 205.8001919835806, 1
2240, 205.89216960966587, 6
2241, 205.98414723575115, 5
2242, 206.07612486183643, 3
2243, 206.16810248792171, 1
2244, 206.260080114007, 4
2245, 206.35205774009228, 8
2246, 206.44403536617756, 3
2247, 206.53601299226284, 4
2248, 206.62799061834812, 7
2249, 206.7199682444334, 2
2250, 206.81194587051868, 2
2251, 206.90392349660397, 5
2252, 206.99590112268925, 3
2253, 207.08787874877453, 4
2254, 207.1798563748598, 6
2255, 207.2718340009451, 2
2256, 207.36381162703037, 2
2257, 207.45578925311565, 4
2258, 207.54776687920094, 2
2259, 207.63974450528622, 5
2260, 207.7317221313715, 1
2261, 207.82369975745678, 5
2262, 207.91567738354206, 6
2263, 208.00765500962734, 6
2264, 208.09963263571262, 5
2265, 208.1916102617979, 2
2266, 208.2835878878832, 3
2267, 208.37556551396847, 2
2268, 208.46754314005375, 5
2269, 208.55952076613903, 4
2270, 208.6514983922243, 4
2271, 208.7434760183096, 4
2272, 208.83545364439487, 4
2273, 208.92743127048016, 1
2274, 209.01940889656544, 3
2275, 209.11138652265072, 7
2276, 209.203364148736, 3
2277, 209.29534177482128, 4
2278, 209.38731940090656, 3
2279, 209.47929702699184, 4
2280, 209.57127465307713, 3
2281, 209.6632522791624, 4
2282, 209.7552299052477, 2
2283, 209.84720753133297, 1
2284, 209.93918515741825, 6
2285, 210.03116278350353, 4
2286, 210.1231404095888, 2
2287, 210.2151180356741, 8
2288, 210.30709566175938, 3
2289, 210.39907328784466, 5
2290, 210.49105091392994, 2
2291, 210.58302854001522, 5
2292, 210.6750061661005, 0
2293, 210.76698379218578, 1
2294, 210.85896141827106, 3
2295, 210.95093904435635, 3
2296, 211.04291667044163, 3
2297, 211.1348942965269, 1
2298, 211.2268719226122, 2
2299, 211.31884954869747, 3
2300, 211.41082717478275, 2
2301, 211.50280480086803, 4
2302, 211.59478242695332, 4
2303, 211.6867600530386, 2
2304, 211.77873767912388, 1
2305, 211.87071530520916, 1
2306, 211.96269293129444, 2
2307, 212.05467055737972, 4
2308, 212.146648183465, 2
2309, 212.23862580955029, 7
2310, 212.33060343563557, 4
2311, 212.42258106172085, 2
2312, 212.51455868780613, 4
2313, 212.6065363138914, 4
2314, 212.6985139399767, 6
2315, 212.79049156606197, 2
2316, 212.88246919214725, 4
2317, 212.97444681823254, 4
2318, 213.06642444431782, 6
2319, 213.1584020704031, 2
2320, 213.25037969648838, 6
2321, 213.34235732257366, 3
2322, 213.43433494865894, 2
2323, 213.52631257474422, 6
2324, 213.6182902008295, 5
2325, 213.7102678269148, 6
2326, 213.80224545300007, 2
2327, 213.89422307908535, 1
2328, 213.98620070517063, 1
2329, 214.0781783312559, 5
2330, 214.1701559573412, 3
2331, 214.26213358342648, 2
2332, 214.35411120951176, 3
2333, 214.44608883559704, 1
2334, 214.53806646168232, 1
2335, 214.6300440877676, 5
2336, 214.72202171385288, 3
2337, 214.81399933993816, 2
2338, 214.90597696602345, 3
2339, 214.99795459210873, 3
2340, 215.089932218194, 3
2341, 215.1819098442793, 3
2342, 215.27388747036457, 3
2343, 215.36586509644985, 3
2344, 215.45784272253513, 6
2345, 215.54982034862041, 3
2346, 215.6417979747057, 5
2347, 215.73377560079098, 3
2348, 215.82575322687626, 8
2349, 215.91773085296154, 3
2350, 216.00970847904682, 3
2351, 216.1016861051321, 4
2352, 216.19366373121738, 7
2353, 216.28564135730267, 4
2354, 216.37761898338795, 2
2355, 216.46959660947323, 3
2356, 216.5615742355585, 3
2357, 216.6535518616438, 5
2358, 216.74552948772907, 5
2359, 216.83750711381435, 3
2360, 216.92948473989964, 4
2361, 217.02146236598492, 4
2362, 217.1134399920702, 4
2363, 217.20541761815548, 3
2364, 217.29739524424076, 3
2365, 217.38937287032604, 2
2366, 217.48135049641132, 3
2367, 217.5733281224966, 3
2368, 217.6653057485819, 2
2369, 217.75728337466717, 2
2370, 217.84926100075245, 5
2371, 217.94123862683773, 1
2372, 218.033216252923, 7
2373, 218.1251938790083, 3
2374, 218.21717150509357, 3
2375, 218.30914913117886, 3
2376, 218.40112675726414, 5
2377, 218.49310438334942, 2
2378, 218.5850820094347, 6
2379, 218.67705963551998, 0
2380, 218.76903726160526, 3
2381, 218.86101488769054, 4
2382, 218.95299251377583, 3
2383, 219.0449701398611, 3
2384, 219.1369477659464, 3
2385, 219.22892539203167, 8
2386, 219.32090301811695, 9
2387, 219.41288064420223, 6
2388, 219.5048582702875, 5
2389, 219.5968358963728, 2
2390, 219.68881352245808, 3
2391, 219.78079114854336, 5
2392, 219.87276877462864, 5
2393, 219.96474640071392, 5
2394, 220.0567240267992, 4
2395, 220.14870165288448, 4
2396, 220.24067927896976, 5
2397, 220.33265690505505, 3
2398, 220.42463453114033, 6
2399, 220.5166121572256, 4
2400, 220.6085897833109, 4
2401, 220.70056740939617, 2
2402, 220.79254503548145, 4
2403, 220.88452266156673, 1
2404, 220.97650028765202, 3
2405, 221.0684779137373, 3
2406, 221.16045553982258, 7
2407, 221.25243316590786, 5
2408, 221.34441079199314, 1
2409, 221.43638841807842, 3
2410, 221.5283660441637, 5
2411, 221.62034367024899, 4
2412, 221.71232129633427, 2
2413, 221.80429892241955, 5
2414, 221.89627654850483, 2
2415, 221.9882541745901, 2
2416, 222.0802318006754, 2
2417, 222.17220942676067, 2
2418, 222.26418705284595, 2
2419, 222.35616467893124, 2
2420, 222.44814230501652, 4
2421, 222.5401199311018, 1
2422, 222.63209755718708, 3
2423, 222.72407518327236, 4
2424, 222.81605280935764, 4
2425, 222.90803043544292, 3
2426, 223.0000080615282, 4
2427, 223.0919856876135, 5
2428, 223.18396331369877, 4
2429, 223.27594093978405, 5
2430, 223.36791856586933, 1
2431, 223.4598961919546, 4
2432, 223.5518738180399, 3
2433, 223.64385144412518, 1
2434, 223.73582907021046, 0
2435, 223.82780669629574, 4
2436, 223.91978432238102, 6
2437, 224.0117619484663, 3
2438, 224.10373957455158, 2
2439, 224.19571720063686, 4
2440, 224.28769482672215, 5
2441, 224.37967245280743, 3
2442, 224.4716500788927, 2
2443, 224.563627704978, 3
2444, 224.65560533106327, 0
2445, 224.74758295714855, 7
2446, 224.83956058323383, 6
2447, 224.93153820931911, 3
2448, 225.0235158354044, 1
2449, 225.11549346148968, 3
2450, 225.20747108757496, 4
2451, 225.29944871366024, 4
2452, 225.39142633974552, 1
2453, 225.4834039658308, 5
2454, 225.57538159191608, 0
2455, 225.66735921800137, 2
2456, 225.75933684408665, 6
2457, 225.85131447017193, 6
2458, 225.9432920962572, 3
2459, 226.0352697223425, 2
2460, 226.12724734842777, 7
2461, 226.21922497451305, 2
2462, 226.31120260059834, 4
2463, 226.40318022668362, 2
2464, 226.4951578527689, 0
2465, 226.58713547885418, 5
2466, 226.67911310493946, 3
2467, 226.77109073102474, 2
2468, 226.86306835711002, 4
2469, 226.9550459831953, 4
2470, 227.0470236092806, 4
2471, 227.13900123536587, 5
2472, 227.23097886145115, 1
2473, 227.32295648753643, 1
2474, 227.4149341136217, 2
2475, 227.506911739707, 4
2476, 227.59888936579227, 4
2477, 227.69086699187756, 5
2478, 227.78284461796284, 5
2479, 227.87482224404812, 5
2480, 227.9667998701334, 3
2481, 228.05877749621868, 2
2482, 228.15075512230396, 1
2483, 228.24273274838924, 0
2484, 228.33471037447453, 4
2485, 228.4266880005598, 3
2486, 228.5186656266451, 3
2487, 228.61064325273037, 1
2488, 228.70262087881565, 2
2489, 228.79459850490093, 2
2490, 228.8865761309862, 4
2491, 228.9785537570715, 1
2492, 229.07053138315678, 3
2493, 229.16250900924206, 6
2494, 229.25448663532734, 5
2495, 229.34646426141262, 3
2496, 229.4384418874979, 3
2497, 229.53041951358318, 4
2498, 229.62239713966846, 6
2499, 229.71437476575375, 2
2500, 229.80635239183903, 5
2501, 229.8983300179243, 2
2502, 229.9903076440096, 3
2503, 230.08228527009487, 1
2504, 230.17426289618015, 4
2505, 230.26624052226543, 2
2506, 230.35821814835072, 2
2507, 230.450195774436, 6
2508, 230.54217340052128, 2
2509, 230.63415102660656, 4
2510, 230.72612865269184, 2
2511, 230.81810627877712, 7
2512, 230.9100839048624, 4
2513, 231.00206153094769, 5
2514, 231.09403915703297, 0
2515, 231.18601678311825, 2
2516, 231.27799440920353, 4
2517, 231.3699720352888, 5
2518, 231.4619496613741, 1
2519, 231.55392728745937, 1
2520, 231.64590491354465, 4
2521, 231.73788253962994, 6
2522, 231.82986016571522, 2
2523, 231.9218377918005, 2
2524, 232.01381541788578, 2
2525, 232.10579304397106, 1
2526, 232.19777067005634, 4
2527, 232.28974829614162, 8
2528, 232.3817259222269, 4
2529, 232.4737035483122, 0
2530, 232.56568117439747, 3
2531, 232.65765880048275, 2
2532, 232.74963642656803, 1
2533, 232.8416140526533, 5
2534, 232.9335916787386, 2
2535, 233.02556930482388, 4
2536, 233.11754693090916, 2
2537, 233.20952455699444, 3
2538, 233.30150218307972, 6
2539, 233.393479809165, 8
2540, 233.48545743525028, 2
2541, 233.57743506133556, 4
2542, 233.66941268742085, 4
2543, 233.76139031350613, 0
2544, 233.8533679395914, 7
2545, 233.9453455656767, 6
2546, 234.03732319176197, 3
2547, 234.12930081784725, 1
2548, 234.22127844393253, 4
2549, 234.31325607001781, 4
2550, 234.4052336961031, 3
2551, 234.49721132218838, 2
2552, 234.58918894827366, 1
2553, 234.68116657435894, 2
2554, 234.77314420044422, 3
2555, 234.8651218265295, 5
2556, 234.95709945261478, 3
2557, 235.04907707870007, 4
2558, 235.14105470478535, 5
2559, 235.23303233087063, 2
2560, 235.3250099569559, 3
2561, 235.4169875830412, 0
2562, 235.50896520912647, 2
2563, 235.60094283521175, 4
2564, 235.69292046129704, 4
2565, 235.78489808738232, 0
2566, 235.8768757134676, 2
2567, 235.96885333955288, 3
2568, 236.06083096563816, 2
2569, 236.15280859172344, 4
2570, 236.24478621780872, 4
2571, 236.336763843894, 4
2572, 236.4287414699793, 2
2573, 236.52071909606457, 2
2574, 236.61269672214985, 1
2575, 236.70467434823513, 2
2576, 236.7966519743204, 1
2577, 236.8886296004057, 5
2578, 236.98060722649097, 2
2579, 237.07258485257626, 3
2580, 237.16456247866154, 2
2581, 237.25654010474682, 6
2582, 237.3485177308321, 3
2583, 237.44049535691738, 3
2584, 237.53247298300266, 3
2585, 237.62445060908794, 2
2586, 237.71642823517323, 3
2587, 237.8084058612585, 4
2588, 237.9003834873438, 3
2589, 237.99236111342907, 2
2590, 238.08433873951435, 0
2591, 238.17631636559963, 6
2592, 238.2682939916849, 3
2593, 238.3602716177702, 3
2594, 238.45224924385548, 1
2595, 238.54422686994076, 7
2596, 238.63620449602604, 4
2597, 238.72818212211132, 5
2598, 238.8201597481966, 1
2599, 238.91213737428188, 3
2600, 239.00411500036716, 4
2601, 239.09609262645245, 3
2602, 239.18807025253773, 5
2603, 239.280047878623, 4
2604, 239.3720255047083, 8
2605, 239.46400313079357, 3
2606, 239.55598075687885, 2
2607, 239.64795838296413, 1
2608, 239.73993600904942, 1
2609, 239.8319136351347, 4
2610, 239.92389126121998, 6
2611, 240.01586888730526, 4
2612, 240.10784651339054, 5
2613, 240.19982413947582, 0
2614, 240.2918017655611, 3
2615, 240.38377939164639, 2
2616, 240.47575701773167, 1
2617, 240.56773464381695, 3
2618, 240.65971226990223, 1
2619, 240.7516898959875, 6
2620, 240.8436675220728, 4
2621, 240.93564514815807, 2
2622, 241.02762277424335, 6
2623, 241.11960040032864, 3
2624, 241.21157802641392, 4
2625, 241.3035556524992, 9
2626, 241.39553327858448, 0
2627, 241.48751090466976, 2
2628, 241.57948853075504, 2
2629, 241.67146615684032, 2
2630, 241.7634437829256, 6
2631, 241.8554214090109, 5
2632, 241.94739903509617, 2
2633, 242.03937666118145, 2
2634, 242.13135428726673, 2
2635, 242.223331913352, 1
2636, 242.3153095394373, 2
2637, 242.40728716552258, 1
2638, 242.49926479160786, 5
2639, 242.59124241769314, 1
2640, 242.68322004377842, 3
2641, 242.7751976698637, 7
2642, 242.86717529594898, 5
2643, 242.95915292203426, 4
2644, 243.05113054811954, 6
2645, 243.14310817420483, 2
2646, 243.2350858002901, 3
2647, 243.3270634263754, 2
2648, 243.41904105246067, 3
2649, 243.51101867854595, 2
2650, 243.60299630463123, 6
2651, 243.69497393071651, 1
2652, 243.7869515568018, 3
2653, 243.87892918288708, 1
2654, 243.97090680897236, 1
2655, 244.06288443505764, 4
2656, 244.15486206114292, 2
2657, 244.2468396872282, 4
2658, 244.33881731331348, 2
2659, 244.43079493939877, 1
2660, 244.52277256548405, 2
2661, 244.61475019156933, 4
2662, 244.7067278176546, 1
2663, 244.7987054437399, 3
2664, 244.89068306982517, 0
2665, 244.98266069591045, 3
2666, 245.07463832199574, 4
2667, 245.16661594808102, 11
2668, 245.2585935741663, 4
2669, 245.35057120025158, 4
2670, 245.44254882633686, 2
2671, 245.53452645242214, 2
2672, 245.62650407850742, 2
2673, 245.7184817045927, 3
2674, 245.810459330678, 4
2675, 245.90243695676327, 2
2676, 245.99441458284855, 4
2677, 246.08639220893383, 6
2678, 246.1783698350191, 0
2679, 246.2703474611044, 4
2680, 246.36232508718967, 1
2681, 246.45430271327496, 3
2682, 246.54628033936024, 6
2683, 246.63825796544552, 1
2684, 246.7302355915308, 3
2685, 246.82221321761608, 1
2686, 246.91419084370136, 1
2687, 247.00616846978664, 1
2688, 247.09814609587193, 1
2689, 247.1901237219572, 3
2690, 247.2821013480425, 4
2691, 247.37407897412777, 3
2692, 247.46605660021305, 2
2693, 247.55803422629833, 4
2694, 247.6500118523836, 5
2695, 247.7419894784689, 1
2696, 247.83396710455418, 1
2697, 247.92594473063946, 3
2698, 248.01792235672474, 4
2699, 248.10989998281002, 1
2700, 248.2018776088953, 2
2701, 248.29385523498058, 3
2702, 248.38583286106586, 2
2703, 248.47781048715115, 4
2704, 248.56978811323643, 2
2705, 248.6617657393217, 3
2706, 248.753743365407, 4
2707, 248.84572099149227, 2
2708, 248.93769861757755, 5
2709, 249.02967624366283, 2
2710, 249.12165386974812, 5
2711, 249.2136314958334, 3
2712, 249.30560912191868, 3
2713, 249.39758674800396, 0
2714, 249.48956437408924, 2
2715, 249.58154200017452, 1
2716, 249.6735196262598, 2
2717, 249.76549725234509, 0
2718, 249.85747487843037, 3
2719, 249.94945250451565, 5
2720, 250.04143013060093, 4
2721, 250.1334077566862, 2
2722, 250.2253853827715, 1
2723, 250.31736300885677, 4
2724, 250.40934063494205, 6
2725, 250.50131826102734, 2
2726, 250.59329588711262, 3
2727, 250.6852735131979, 3
2728, 250.77725113928318, 1
2729, 250.86922876536846, 4
2730, 250.96120639145374, 0
2731, 251.05318401753902, 0
2732, 251.1451616436243, 5
2733, 251.2371392697096, 11
2734, 251.32911689579487, 1
2735, 251.42109452188015, 3
2736, 251.51307214796543, 5
2737, 251.6050497740507, 2
2738, 251.697027400136, 2
2739, 251.78900502622128, 1
2740, 251.88098265230656, 3
2741, 251.97296027839184, 2
2742, 252.06493790447712, 3
2743, 252.1569155305624, 4
2744, 252.24889315664768, 3
2745, 252.34087078273296, 4
2746, 252.43284840881824, 5
2747, 252.52482603490353, 3
2748, 252.6168036609888, 5
2749, 252.7087812870741, 2
2750, 252.80075891315937, 2
2751, 252.89273653924465, 4
2752, 252.98471416532993, 4
2753, 253.07669179141521, 3
2754, 253.1686694175005, 3
2755, 253.26064704358578, 1
2756, 253.35262466967106, 4
2757, 253.44460229575634, 3
2758, 253.53657992184162, 2
2759, 253.6285575479269, 3
2760, 253.72053517401218, 2
2761, 253.81251280009747, 4
2762, 253.90449042618275, 0
2763, 253.99646805226803, 3
2764, 254.0884456783533, 1
2765, 254.1804233044386, 6
2766, 254.27240093052387, 4
2767, 254.36437855660915, 2
2768, 254.45635618269444, 4
2769, 254.54833380877972, 2
2770, 254.640311434865, 4
2771, 254.73228906095028, 6
2772, 254.82426668703556, 2
2773, 254.91624431312084, 1
2774, 255.00822193920612, 1
2775, 255.1001995652914, 2
2776, 255.1921771913767, 2
2777, 255.28415481746197, 5
2778, 255.37613244354725, 5
2779, 255.46811006963253, 0
2780, 255.5600876957178, 6
2781, 255.6520653218031, 3
2782, 255.74404294788837, 1
2783, 255.83602057397366, 1
2784, 255.92799820005894, 3
2785, 256.0199758261442, 3
2786, 256.1119534522295, 2
2787, 256.2039310783148, 2
2788, 256.29590870440006, 0
2789, 256.38788633048534, 3
2790, 256.4798639565706, 3
2791, 256.5718415826559, 5
2792, 256.6638192087412, 1
2793, 256.75579683482647, 2
2794, 256.84777446091175, 3
2795, 256.93975208699703, 4
2796, 257.0317297130823, 2
2797, 257.1237073391676, 6
2798, 257.2156849652529, 3
2799, 257.30766259133816, 3
2800, 257.39964021742344, 4
2801, 257.4916178435087, 4
2802, 257.583595469594, 0
2803, 257.6755730956793, 2
2804, 257.76755072176456, 7
2805, 257.85952834784985, 2
2806, 257.9515059739351, 4
2807, 258.0434836000204, 1
2808, 258.1354612261057, 3
2809, 258.22743885219097, 3
2810, 258.31941647827625, 1
2811, 258.41139410436153, 1
2812, 258.5033717304468, 4
2813, 258.5953493565321, 2
2814, 258.6873269826174, 2
2815, 258.77930460870266, 3
2816, 258.87128223478794, 2
2817, 258.9632598608732, 2
2818, 259.0552374869585, 7
2819, 259.1472151130438, 2
2820, 259.23919273912907, 1
2821, 259.33117036521435, 1
2822, 259.42314799129963, 6
2823, 259.5151256173849, 6
2824, 259.6071032434702, 4
2825, 259.6990808695555, 3
2826, 259.79105849564075, 0
2827, 259.88303612172604, 4
2828, 259.9750137478113, 3
2829, 260.0669913738966, 3
2830, 260.1589689999819, 3
2831, 260.25094662606716, 2
2832, 260.34292425215244, 3
2833, 260.4349018782377, 2
2834, 260.526879504323, 0
2835, 260.6188571304083, 0
2836, 260.71083475649357, 1
2837, 260.80281238257885, 5
2838, 260.89479000866413, 2
2839, 260.9867676347494, 2
2840, 261.0787452608347, 2
2841, 261.17072288692, 2
2842, 261.26270051300526, 2
2843, 261.35467813909054, 2
2844, 261.4466557651758, 4
2845, 261.5386333912611, 4
2846, 261.6306110173464, 1
2847, 261.72258864343166, 5
2848, 261.81456626951694, 7
2849, 261.9065438956022, 4
2850, 261.9985215216875, 3
2851, 262.0904991477728, 4
2852, 262.18247677385807, 1
2853, 262.27445439994335, 5
2854, 262.36643202602863, 1
2855, 262.4584096521139, 2
2856, 262.5503872781992, 1
2857, 262.6423649042845, 0
2858, 262.73434253036976, 6
2859, 262.82632015645504, 2
2860, 262.9182977825403, 1
2861, 263.0102754086256, 3
2862, 263.1022530347109, 2
2863, 263.19423066079617, 8
2864, 263.28620828688145, 5
2865, 263.3781859129667, 1
2866, 263.470163539052, 1
2867, 263.5621411651373, 2
2868, 263.6541187912226, 2
2869, 263.74609641730785, 4
2870, 263.83807404339314, 6
2871, 263.9300516694784, 0
2872, 264.0220292955637, 5
2873, 264.114006921649, 1
2874, 264.20598454773426, 1
2875, 264.29796217381954, 0
2876, 264.3899397999048, 2
2877, 264.4819174259901, 5
2878, 264.5738950520754, 5
2879, 264.66587267816067, 3
2880, 264.75785030424595, 4
2881, 264.84982793033123, 4
2882, 264.9418055564165, 0
2883, 265.0337831825018, 4
2884, 265.1257608085871, 1
2885, 265.21773843467236, 1
2886, 265.30971606075764, 3
2887, 265.4016936868429, 1
2888, 265.4936713129282, 3
2889, 265.5856489390135, 3
2890, 265.67762656509876, 3
2891, 265.76960419118404, 2
2892, 265.8615818172693, 3
2893, 265.9535594433546, 2
2894, 266.0455370694399, 2
2895, 266.13751469552517, 2
2896, 266.22949232161045, 2
2897, 266.32146994769573, 8
2898, 266.413447573781, 1
2899, 266.5054251998663, 0
2900, 266.5974028259516, 5
2901, 266.68938045203686, 5
2902, 266.78135807812214, 2
2903, 266.8733357042074, 0
2904, 266.9653133302927, 5
2905, 267.057290956378, 1
2906, 267.14926858246326, 2
2907, 267.24124620854855, 1
2908, 267.3332238346338, 1
2909, 267.4252014607191, 3
2910, 267.5171790868044, 0
2911, 267.60915671288967, 3
2912, 267.70113433897495, 5
2913, 267.79311196506023, 4
2914, 267.8850895911455, 4
2915, 267.9770672172308, 4
2916, 268.0690448433161, 3
2917, 268.16102246940136, 7
2918, 268.25300009548664, 0
2919, 268.3449777215719, 2
2920, 268.4369553476572, 6
2921, 268.5289329737425, 3
2922, 268.62091059982777, 4
2923, 268.71288822591305, 1
2924, 268.80486585199833, 0
2925, 268.8968434780836, 3
2926, 268.9888211041689, 4
2927, 269.0807987302542, 6
2928, 269.17277635633945, 0
2929, 269.26475398242474, 3
2930, 269.35673160851, 2
2931, 269.4487092345953, 4
2932, 269.5406868606806, 5
2933, 269.63266448676586, 3
2934, 269.72464211285114, 1
2935, 269.8166197389364, 1
2936, 269.9085973650217, 4
2937, 270.000574991107, 3
2938, 270.09255261719227, 2
2939, 270.18453024327755, 0
2940, 270.27650786936283, 3
2941, 270.3684854954481, 1
2942, 270.4604631215334, 5
2943, 270.5524407476187, 1
2944, 270.64441837370396, 1
2945, 270.73639599978924, 3
2946, 270.8283736258745, 2
2947, 270.9203512519598, 2
2948, 271.0123288780451, 2
2949, 271.10430650413036, 5
2950, 271.19628413021564, 3
2951, 271.2882617563009, 5
2952, 271.3802393823862, 5
2953, 271.4722170084715, 3
2954, 271.56419463455677, 3
2955, 271.65617226064205, 1
2956, 271.74814988672733, 3
2957, 271.8401275128126, 3
2958, 271.9321051388979, 1
2959, 272.0240827649832, 2
2960, 272.11606039106846, 2
2961, 272.20803801715374, 3
2962, 272.300015643239, 5
2963, 272.3919932693243, 3
2964, 272.4839708954096, 3
2965, 272.57594852149487, 4
2966, 272.66792614758015, 1
2967, 272.7599037736654, 3
2968, 272.8518813997507, 2
2969, 272.943859025836, 2
2970, 273.0358366519213, 4
2971, 273.12781427800655, 2
2972, 273.21979190409184, 2
2973, 273.3117695301771, 3
2974, 273.4037471562624, 2
2975, 273.4957247823477, 5
2976, 273.58770240843296, 3
2977, 273.67968003451824, 1
2978, 273.7716576606035, 4
2979, 273.8636352866888, 1
2980, 273.9556129127741, 3
2981, 274.04759053885937, 5
2982, 274.13956816494465, 2
2983, 274.23154579102993, 2
2984, 274.3235234171152, 2
2985, 274.4155010432005, 4
2986, 274.5074786692858, 6
2987, 274.59945629537106, 5
2988, 274.69143392145634, 3
2989, 274.7834115475416, 3
2990, 274.8753891736269, 3
2991, 274.9673667997122, 1
2992, 275.05934442579746, 0
2993, 275.15132205188274, 3
2994, 275.243299677968, 2
2995, 275.3352773040533, 5
2996, 275.4272549301386, 3
2997, 275.51923255622387, 4
2998, 275.61121018230915, 4
2999, 275.70318780839443, 9
3000, 275.7951654344797, 5
3001, 275.887143060565, 3
3002, 275.9791206866503, 1
3003, 276.07109831273556, 1
3004, 276.16307593882084, 3
3005, 276.2550535649061, 3
3006, 276.3470311909914, 1
3007, 276.4390088170767, 1
3008, 276.53098644316196, 4
3009, 276.62296406924725, 4
3010, 276.7149416953325, 4
3011, 276.8069193214178, 1
3012, 276.8988969475031, 8
3013, 276.99087457358837, 2
3014, 277.08285219967365, 2
3015, 277.17482982575893, 1
3016, 277.2668074518442, 4
3017, 277.3587850779295, 1
3018, 277.4507627040148, 3
3019, 277.54274033010006, 0
3020, 277.63471795618534, 4
3021, 277.7266955822706, 7
3022, 277.8186732083559, 3
3023, 277.9106508344412, 3
3024, 278.00262846052647, 3
3025, 278.09460608661175, 3
3026, 278.18658371269703, 4
3027, 278.2785613387823, 7
3028, 278.3705389648676, 1
3029, 278.4625165909529, 1
3030, 278.55449421703815, 3
3031, 278.64647184312344, 3
3032, 278.7384494692087, 4
3033, 278.830427095294, 4
3034, 278.9224047213793, 10
3035, 279.01438234746456, 2
3036, 279.10635997354984, 3
3037, 279.1983375996351, 3
3038, 279.2903152257204, 3
3039, 279.3822928518057, 6
3040, 279.47427047789097, 5
3041, 279.56624810397625, 2
3042, 279.65822573006153, 2
3043, 279.7502033561468, 2
3044, 279.8421809822321, 5
3045, 279.9341586083174, 4
3046, 280.02613623440266, 4
3047, 280.11811386048794, 2
3048, 280.2100914865732, 6
3049, 280.3020691126585, 3
3050, 280.3940467387438, 5
3051, 280.48602436482906, 5
3052, 280.57800199091434, 2
3053, 280.6699796169996, 3
3054, 280.7619572430849, 7
3055, 280.8539348691702, 0
3056, 280.94591249525547, 2
3057, 281.03789012134075, 6
3058, 281.12986774742603, 6
